year,plantgrp,site,td,total_cov,Totprecip,Mean_tempC,Cvprecip,Max_tempC,length,Start,wintprecip
2000,nat_annu_forb,s75,10,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s76,13,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s77,13,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s78,21,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s79,12,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s80,7,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s17,9,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s25,10,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s34,5,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s35,7,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s36,6,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s37,6,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s38,16,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2000,nat_annu_forb,s39,13,NA,0.191323983,0.075061304,0.855994671,-0.330314934,-0.113926293,0.783991878,0.83392952
2001,nat_annu_forb,s43,5,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s53,5,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s54,12,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s56,11,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s57,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s58,3,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s59,4,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s60,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s61,11,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s62,6,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s63,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s64,10,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s65,4,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s66,4,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s67,9,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s68,9,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s69,2,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s70,5,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s79,7,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s34,3,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s35,7,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s36,11,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s40,11,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s41,15,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s42,13,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s50,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s51,11,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s52,15,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s71,10,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s72,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s73,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s74,7,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s75,12,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s76,10,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s77,12,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s78,14,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s80,2,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s37,2,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s38,12,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s39,12,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s17,4,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2001,nat_annu_forb,s25,8,NA,-0.553243786,-0.412368077,-0.919584238,-0.212196279,-0.145138976,-0.929651571,-0.275173586
2002,nat_annu_forb,s70,6,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s71,14,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s74,6,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s75,18,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s80,5,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s73,11,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s72,9,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s56,15,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s59,11,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s57,11,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s58,5,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s62,8,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s63,13,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s60,9,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s61,14,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s79,13,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s67,15,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s68,14,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s64,13,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s65,9,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s66,6,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s41,14,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s42,14,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s43,7,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s50,12,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s51,15,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s52,18,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s53,6,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s54,13,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s40,16,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s78,20,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s76,13,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s77,15,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s34,4,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s35,5,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s36,6,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s37,5,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s38,21,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s39,15,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s17,6,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2002,nat_annu_forb,s25,19,NA,0.155043554,-0.681042888,-0.663883987,-0.544116298,-0.488478488,-0.329876364,-0.029022348
2003,nat_annu_forb,s35,4,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s39,15,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s36,6,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s37,3,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s38,18,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s34,4,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s17,6,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s25,13,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s40,16,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s41,12,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s42,20,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s43,8,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s54,14,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s56,16,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s57,13,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s58,7,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s59,18,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s60,11,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s61,10,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s62,6,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s63,15,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s64,10,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s65,4,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s66,4,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s67,12,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s68,16,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s69,1,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s70,8,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s71,15,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s72,12,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s73,11,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s74,10,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s75,18,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s76,13,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s77,10,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s78,17,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s79,11,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s80,2,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s50,11,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s51,18,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s52,21,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2003,nat_annu_forb,s53,8,NA,0.661249723,0.463978929,1.15800081,0.396369478,1.009730292,-0.329876364,0.634353131
2004,nat_annu_forb,s43,8,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s41,16,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s42,18,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s40,15,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s53,10,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s54,7,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s56,17,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s57,12,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s58,6,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s59,14,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s60,6,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s61,12,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s62,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s63,17,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s64,13,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s65,4,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s66,3,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s67,11,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s68,11,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s69,2,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s70,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s71,7,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s34,6,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s35,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s36,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s37,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s38,16,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s39,16,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s50,9,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s51,16,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s52,20,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s17,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s25,13,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s74,5,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s75,11,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s76,7,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s77,10,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s78,17,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s79,4,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s72,7,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s73,14,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2004,nat_annu_forb,s80,2,NA,0.355650578,-1.430504203,-0.09820039,-1.126791003,-1.300008243,0.52694536,1.098995205
2005,nat_annu_forb,s40,14,NA,1.25832076,0.20416991,-0.746638264,0.078151253,1.633983951,-0.586922881,0.389729801
